Contents,p_content,old_hastag,Hashtag
"Fork và Spawn trong Python Multiprocessing
import multiprocessing

with multiprocessing.Pool() as pool:
pool.map(plot_function, args)
Chăc hẳn mọi người không còn lạ lẫm gì với code snippet này để chạy nhiều process tính toán song song. Tuy nhiên, mọi người cần để ý một chút là khi chạy đoạn code này trong Windows và Linux sẽ khác nhau, do ở Windows và MacOS thì default start method là spawn, còn Linux là fork. 
Fork sẽ tạo bản sao các biến và các hàm trong main process để chạy, trong khi spawn thì bắt đầu process với một vùng nhớ hoàn toàn mới. Bên cạnh đó, spawn cũng không thể sử dụng global variable như fork do đó mọi người sẽ gặp lỗi nếu dùng global variable trong fork. Fork có vẻ như chiếm ưu thế hơn so với spawn do tận dụng được vùng nhớ đã được khợi tạo bởi main process, tuy nhiên lại dễ gây deadlock do không copy threads từ main process (https://pythonspeed.com/articles/python-multiprocessing/).
Mọi người đọc thêm về chủ đề hay ho này tại:
https://britishgeologicalsurvey.github.io/science/python-forking-vs-spawn/
https://stackoverflow.com/a/66113051
https://superfastpython.com/multiprocessing-inherit-global-variables-in-python/
#multiprocess","Fork và Spawn trong Python Multiprocessing import multiprocessing with multiprocessing.Pool() as pool: pool.map(plot_function, args) Chăc hẳn mọi người không còn lạ lẫm gì với code snippet này để chạy nhiều process tính toán song song. Tuy nhiên, mọi người cần để ý một chút là khi chạy đoạn code này trong Windows và Linux sẽ khác nhau, do ở Windows và MacOS thì default start method là spawn, còn Linux là fork. Fork sẽ tạo bản sao các biến và các hàm trong main process để chạy, trong khi spawn thì bắt đầu process với một vùng nhớ hoàn toàn mới. Bên cạnh đó, spawn cũng không thể sử dụng global variable như fork do đó mọi người sẽ gặp lỗi nếu dùng global variable trong fork. Fork có vẻ như chiếm ưu thế hơn so với spawn do tận dụng được vùng nhớ đã được khợi tạo bởi main process, tuy nhiên lại dễ gây deadlock do không copy threads từ main process (https://pythonspeed.com/articles/python-multiprocessing/). Mọi người đọc thêm về chủ đề hay ho này tại: https://britishgeologicalsurvey.github.io/science/python-forking-vs-spawn/ https://stackoverflow.com/a/66113051 https://superfastpython.com/multiprocessing-inherit-global-variables-in-python/",#multiprocess,
"Spotify chia sẻ cách họ generate preview của audio podcasts trên nền tảng của họ at-scale với GCP Dataflow, Apache Beam và một số framework DL khác.","Spotify chia sẻ cách họ generate preview của audio podcasts trên nền tảng của họ at-scale với GCP Dataflow, Apache Beam và một số framework DL khác.",,
"Góc Discord
Hallo cả nhà, hồi chiều em thấy bác nào đó đăng bài hỏi gì đó mà chưa kịp approve thì bài đã biến mất, nên em xin phép được nhắc lại một chút là group mình có một kênh trao đổi khác là Discord tại đây https://discord.gg/uPWvMg9FXd. Trên này mọi người trả lời rất nhiệt tình, và cũng có một số chuyên mục hay ho khác như #job dành cho tuyển dụng.
Còn bác nào chưa vào thì vào ngay thôi ạ :D","Góc Discord Hallo cả nhà, hồi chiều em thấy bác nào đó đăng bài hỏi gì đó mà chưa kịp approve thì bài đã biến mất, nên em xin phép được nhắc lại một chút là group mình có một kênh trao đổi khác là Discord tại đây https://discord.gg/uPWvMg9FXd. Trên này mọi người trả lời rất nhiệt tình, và cũng có một số chuyên mục hay ho khác như dành cho tuyển dụng. Còn bác nào chưa vào thì vào ngay thôi ạ :D",#job,
"Hi các bạn, sáng thứ 7 tuần này Grokking và KMS Healthcare có phối hợp tổ chức techtalk về chủ đề DevOps và MLOps, mời các bạn tham gia nhé
- Talk1: Accelerate Continuous Delivery with JenkinsX - Trung Nguyen - Principal Software Engineer @ KMS Healthcare
- Talk2: Feature Platform in the landscape of MLOps - Lead Machine Learning Engineer @ MoMo
Thông tin chi tiết mọi người có thể tham khảo ở đây nhen: https://www.facebook.com/events/173641025512747
Cảm ơn các bạn!","Hi các bạn, sáng thứ 7 tuần này Grokking và KMS Healthcare có phối hợp tổ chức techtalk về chủ đề DevOps và MLOps, mời các bạn tham gia nhé - Talk1: Accelerate Continuous Delivery with JenkinsX - Trung Nguyen - Principal Software Engineer @ KMS Healthcare - Talk2: Feature Platform in the landscape of MLOps - Lead Machine Learning Engineer @ MoMo Thông tin chi tiết mọi người có thể tham khảo ở đây nhen: https://www.facebook.com/events/173641025512747 Cảm ơn các bạn!",,
"Accelerate Data Science in Python with RAPIDS
RAPIDS (https://rapids.ai/) là một tập hợp các thư viện giúp cho việc chạy các dự án Data Science trên GPU một cách dễ dàng. Dưới đây là một số ví dụ về ứng dụng RAPIDS giúp cải thiện về thời gian và chi phí mà em note lại từ sự kiện NVIDIA GTC 2023 vừa qua, hy vọng hữu ích với mọi người.
Còn nhiều cái hay ho khác em để em nghiên cứu rồi sẽ post lên sau 😁
#gtc2023 #gpu","Accelerate Data Science in Python with RAPIDS RAPIDS (https://rapids.ai/) là một tập hợp các thư viện giúp cho việc chạy các dự án Data Science trên GPU một cách dễ dàng. Dưới đây là một số ví dụ về ứng dụng RAPIDS giúp cải thiện về thời gian và chi phí mà em note lại từ sự kiện NVIDIA GTC 2023 vừa qua, hy vọng hữu ích với mọi người. Còn nhiều cái hay ho khác em để em nghiên cứu rồi sẽ post lên sau",#gtc2023	#gpu,
"Scalable Distributed Systems - Part 2

Hi cả nhà, hôm nay mình lại biến hình lên đây để share với mọi người part 2 của series Scalable Distributed Systems mà mình đang thực hiện. Đáng ra part 2 đã được released từ tuần trước nhưng tuần trước mình lại phải biến hình đi chỗ khác nên lỡ hẹn.

Trong part 2 này, mình viết về:
- Scaling trong Application services: Service design, scaling trong application servers, horizontal scaling và load balancing
- Distributed caching: các caching design pattern phổ biến và best practices
- Hệ thống async messaging và các architecture thường gặp
- Microservices: 7 principles khi design microservices trong distributed systems và vấn đề về Resilience trong microservices

Series này sẽ còn part 3 là part cuối. Hy vọng tiếp tục nhận được sự ủng hộ của mọi người.
Cảm ơn cả nhà.

* Link part 2: https://aiengineer.net/ml-skills/scalable-distributed-systems/application-services","Scalable Distributed Systems - Part 2 Hi cả nhà, hôm nay mình lại biến hình lên đây để share với mọi người part 2 của series Scalable Distributed Systems mà mình đang thực hiện. Đáng ra part 2 đã được released từ tuần trước nhưng tuần trước mình lại phải biến hình đi chỗ khác nên lỡ hẹn. Trong part 2 này, mình viết về: - Scaling trong Application services: Service design, scaling trong application servers, horizontal scaling và load balancing - Distributed caching: các caching design pattern phổ biến và best practices - Hệ thống async messaging và các architecture thường gặp - Microservices: 7 principles khi design microservices trong distributed systems và vấn đề về Resilience trong microservices Series này sẽ còn part 3 là part cuối. Hy vọng tiếp tục nhận được sự ủng hộ của mọi người. Cảm ơn cả nhà. * Link part 2: https://aiengineer.net/ml-skills/scalable-distributed-systems/application-services",,
"Khoá học về MultiModal Machine Learning từ CMU cho bác nào quan tâm
https://cmu-multicomp-lab.github.io/mmml-course/fall2022/schedule/
#course #mmml",Khoá học về MultiModal Machine Learning từ CMU cho bác nào quan tâm https://cmu-multicomp-lab.github.io/mmml-course/fall2022/schedule/,#course	#mmml,
💎 Còn nhiều điều thú vị hơn đang ở phía trước! Cùng MLOps Marathon 2023 chờ đón bạn nha!,Còn nhiều điều thú vị hơn đang ở phía trước! Cùng MLOps Marathon 2023 chờ đón bạn nha!,,
"Xin chào các bạn,
OpenFactor Foundation đang trong giai đoạn chuẩn bị cuối cùng cho sự kiện Marathon đầu tiên về MLOps tại Việt Nam. Để đảm bảo sự thành công của cuộc thi và đáp ứng được đúng nhu cầu của người tham dự, chúng mình muốn tiến hành một cuộc khảo sát về sự kiện kick-off sắp tới. 
MLOps Marathon 2023 sẽ chính thức bắt đầu trong một tháng nữa, với tổng giá trị giải thưởng lên tới hơn 150 triệu, dự kiến sẽ tổ chức kick-off event tại Hòa Lạc, Hà Nội vào sáng thứ 6, ngày 12/05/2023. Sự kiện lần này sẽ có live talk và Q&A của các diễn giả là những chuyên gia nhiều năm kinh nghiệm trong lĩnh vực AI/ML.
Rất mong các bạn dành ít phút điền form khảo sát dưới đây nhé. Những thông tin thu thập được từ khảo sát này sẽ giúp chúng mình cải thiện tốt hơn cho kế hoạch tổ chức trong thời gian diễn ra sự kiện. Chúng mình xin chân thành cảm ơn! 🥰

https://bit.ly/mlops-marathon-kickoff-survey
 — với Quan Dang và Tung Nar.","Xin chào các bạn, OpenFactor Foundation đang trong giai đoạn chuẩn bị cuối cùng cho sự kiện Marathon đầu tiên về MLOps tại Việt Nam. Để đảm bảo sự thành công của cuộc thi và đáp ứng được đúng nhu cầu của người tham dự, chúng mình muốn tiến hành một cuộc khảo sát về sự kiện kick-off sắp tới. MLOps Marathon 2023 sẽ chính thức bắt đầu trong một tháng nữa, với tổng giá trị giải thưởng lên tới hơn 150 triệu, dự kiến sẽ tổ chức kick-off event tại Hòa Lạc, Hà Nội vào sáng thứ 6, ngày 12/05/2023. Sự kiện lần này sẽ có live talk và Q&A của các diễn giả là những chuyên gia nhiều năm kinh nghiệm trong lĩnh vực AI/ML. Rất mong các bạn dành ít phút điền form khảo sát dưới đây nhé. Những thông tin thu thập được từ khảo sát này sẽ giúp chúng mình cải thiện tốt hơn cho kế hoạch tổ chức trong thời gian diễn ra sự kiện. Chúng mình xin chân thành cảm ơn! https://bit.ly/mlops-marathon-kickoff-survey — với Quan Dang và Tung Nar.",,
Twitter vừa open-source recommendation algorithm của họ.,Twitter vừa open-source recommendation algorithm của họ.,,
"Nhân sự kiện Twitter open source recommender system, thì bác Che Viet Hai cũng đã open source hệ thống Sentiment Analysis tại đây: https://github.com/haicheviet/fullstack-machine-learning-inference.
Cảm ơn bác Hải nhiều vì đã cất công chuẩn bị slide và demo cho anh em 😄. Mọi người có thể đọc thêm nhiều bài viết hay ho khác từ bác Hải tại đây nhé ạ https://haicheviet.com/
Ai muốn em quảng cáo nữa thì đăng ký làm speaker thôi :v
#seminar #webinar","Nhân sự kiện Twitter open source recommender system, thì bác Che Viet Hai cũng đã open source hệ thống Sentiment Analysis tại đây: https://github.com/haicheviet/fullstack-machine-learning-inference. Cảm ơn bác Hải nhiều vì đã cất công chuẩn bị slide và demo cho anh em . Mọi người có thể đọc thêm nhiều bài viết hay ho khác từ bác Hải tại đây nhé ạ https://haicheviet.com/ Ai muốn em quảng cáo nữa thì đăng ký làm speaker thôi :v",#seminar	#webinar,
"Chia sẻ: 𝐈𝐧𝐭𝐫𝐨𝐝𝐮𝐜𝐢𝐧𝐠 𝐋𝐋𝐌𝐎𝐩𝐬: 𝐓𝐡𝐞 𝐅𝐮𝐭𝐮𝐫𝐞 𝐨𝐟 𝐌𝐋𝐎𝐩𝐬 𝐟𝐨𝐫 𝐆𝐞𝐧𝐞𝐫𝐚𝐭𝐢𝐯𝐞 𝐀𝐈!
🤔 𝐖𝐡𝐚𝐭 𝐢𝐬 𝐋𝐋𝐌𝐎𝐩𝐬?
LLMops is a subfield of MLOps that focuses on the operationalization of Large Language Models (LLMs). It involves developing tools and workflows to train, deploy, and manage LLMs efficiently.
- 𝐋ink https://www.linkedin.com/posts/munjal-patel_mlops-llmops-mlengineer-activity-7047185045303738368-tsA0?utm_source=share&utm_medium=member_desktop
- 𝐀𝐰𝐞𝐬𝐨𝐦𝐞 𝐋𝐋𝐌𝐎𝐩𝐬 𝐑𝐞𝐩𝐨: https://lnkd.in/diywgkk9","Chia sẻ: : ! ? LLMops is a subfield of MLOps that focuses on the operationalization of Large Language Models (LLMs). It involves developing tools and workflows to train, deploy, and manage LLMs efficiently. - ink https://www.linkedin.com/posts/munjal-patel_mlops-llmops-mlengineer-activity-7047185045303738368-tsA0?utm_source=share&utm_medium=member_desktop - : https://lnkd.in/diywgkk9",,
"Seminar sẽ diễn ra trong ít phút nữa, các bạn đừng quên tham gia nhé 😘","Seminar sẽ diễn ra trong ít phút nữa, các bạn đừng quên tham gia nhé",,
"Mọi người còn chờ đợi gì nữa, đăng ký tham gia ngay webinar 8h tối nay thôi nào ạ 🤔","Mọi người còn chờ đợi gì nữa, đăng ký tham gia ngay webinar 8h tối nay thôi nào ạ",,
"ML Infrastructure Interview
Hi cả nhà, hôm nay mình viết bài này là để tìm kiếm sự ủng hộ và quan tâm của mọi người cho loạt bài về chủ đề ML Infrastructure Interview mà mình đang lên kế hoạch chia sẻ.
Giới thiệu một chút, mình là Tùng, hiện tại đang là full-stack ML Engineer cho một công ty ở Singapore. Full-stack ở đây có nghĩa là mình có trách nhiệm trong tất cả các phần của ML lifecycle như là problem definition, data engineering, model development, model deployment, monitoring, và maintenance, cho các dự án có liên quan tới ML trong công ty. Đồng thời mình cũng đang là MLOps Lead cho dự án AICOVIDVN, nhờ có bác Quan Dang post một bài tuyển dụng cho dự án này trong group mình hồi tháng 10 năm ngoái.

Trong khoảng hơn 1 tháng vừa rồi, mình có thực hiện 35 buổi phỏng vấn ở 6 công ty khác nhau cho vị trí Senior ML Infrastructure/MLOps Engineer, trong đó có 20 buổi technical interview, còn lại là các buổi thương lượng offer. Với mỗi buổi phỏng vấn, mình đều ghi chép lại tất cả các câu hỏi bao gồm các câu hỏi technical và các câu hỏi non-technical.
Các câu hỏi technical về các chủ đề:
Computer science
Coding test
System design
Machine learning
MLOps
Các câu hỏi non-technical thì không nhiều, nhưng có đề cập tới văn hóa làm việc, cách ứng xử trong một vài tình huống, kĩ năng mềm, etc.
Trong loạt bài về chủ đề ML Infrastructure Interview, mình có dự định chia sẻ về:
Kinh nghiệm học ML System, ML Infrastructure, MLOps và roadmap cơ bản từ Junior lên Senior.
Quy trình phỏng vấn, ví dụ: có bao nhiêu vòng, thời lượng mỗi vòng, lượng câu hỏi computer science, coding, MLOps ở mỗi vòng chiếm bao nhiêu, phần nói về các projects mình đã làm chiếm bao nhiêu, etc.
Các tip trick trước, trong, và sau khi phỏng vấn. Ví dụ như các câu hỏi mà bạn nên hỏi để người phỏng vấn đánh giá cao.
Các nguồn tài liệu mình dùng để ôn tập trước khi phỏng vấn và các tài liệu khác mình đã học trong nhiều năm góp phần tích lũy kinh nghiệm khi phỏng vấn.
Và quan trọng nhất, các bộ câu hỏi technical và non-technical mà mình đã thu thập.

Các công ty mình đã phỏng vấn có quy mô khác nhau, lần lượt là: ~50 nhân viên, ~500 nhân viên, ~7k nhân viên, ~20k nhân viên, ~40k nhân viên, và ~110k nhân viên. Có vài công ty có quy mô rất lớn, product liên quan tới AI/ML của họ cũng có quy mô rất lớn, hệ thống ML infrastructure và đội ngũ các kĩ sư ở đó thì khỏi bàn, quy trình phỏng vấn của họ được chuẩn hóa, cho nên các bạn có thể yên tâm về chất lượng của các bộ câu hỏi mà mình sẽ chia sẻ.
Nhóm bạn đọc mình hướng đến bao gồm 2 nhóm. Nhóm 1 là nhóm các bạn/anh/chị quan tâm tới ML System/ML Infrastructure/MLOps và có thể đang tìm kiếm các cơ hội việc làm liên quan. Nhóm 2 là nhóm các bạn/anh/chị đã có kinh nghiệm làm ML System/ML Infrastructure/MLOps lâu năm, các Project Owners, Project Managers, có trách nhiệm thực hiện các buổi phỏng vấn tuyển dụng các kĩ sư vào team.
Mục đích của loạt bài viết này, không phải để quảng cáo cho một công ty môi giới việc làm, huấn luyện phỏng vấn, hay cung cấp các dịch vụ phỏng vấn liên quan, mà phần lớn là muốn đóng góp cho cộng đồng AI/ML ở Việt Nam nói chung và group MLOps VN của chúng ta nói riêng, một chút “nước tăng lực”. Phần nhỏ còn lại là mình muốn kết bạn, bàn luận, trao đổi với các bạn thích làm ML System/ML Infrastructure/MLOps và các chuyên gia trong lĩnh vực này. Mọi người có thể kết nối với mình qua:
LinkedIn: https://www.linkedin.com/in/tungdao17/
Hoặc Facebook Messenger
Hy vọng nhận được sự ủng hộ từ mọi người cho loạt bài chia sẻ sắp tới. Cảm ơn mọi người.
P/s: bạn nào đang trong quá trình phỏng vấn liên quan tới vị trí ML System/ML Infrastructure/MLOps, hoặc đang ở giai đoạn tìm hiểu, cần tư vấn gấp mà mình lại chưa viết xong kịp các bài chia sẻ, thì cứ nhắn cho mình qua Facebook Messenger nhé. Mình sẽ tư vấn trực tiếp và không mưu cầu gì ;)
Link post 1: https://aiengineer.net/ml-skills/machine-learning-infrastructure-interview/introduction/","ML Infrastructure Interview Hi cả nhà, hôm nay mình viết bài này là để tìm kiếm sự ủng hộ và quan tâm của mọi người cho loạt bài về chủ đề ML Infrastructure Interview mà mình đang lên kế hoạch chia sẻ. Giới thiệu một chút, mình là Tùng, hiện tại đang là full-stack ML Engineer cho một công ty ở Singapore. Full-stack ở đây có nghĩa là mình có trách nhiệm trong tất cả các phần của ML lifecycle như là problem definition, data engineering, model development, model deployment, monitoring, và maintenance, cho các dự án có liên quan tới ML trong công ty. Đồng thời mình cũng đang là MLOps Lead cho dự án AICOVIDVN, nhờ có bác Quan Dang post một bài tuyển dụng cho dự án này trong group mình hồi tháng 10 năm ngoái. Trong khoảng hơn 1 tháng vừa rồi, mình có thực hiện 35 buổi phỏng vấn ở 6 công ty khác nhau cho vị trí Senior ML Infrastructure/MLOps Engineer, trong đó có 20 buổi technical interview, còn lại là các buổi thương lượng offer. Với mỗi buổi phỏng vấn, mình đều ghi chép lại tất cả các câu hỏi bao gồm các câu hỏi technical và các câu hỏi non-technical. Các câu hỏi technical về các chủ đề: Computer science Coding test System design Machine learning MLOps Các câu hỏi non-technical thì không nhiều, nhưng có đề cập tới văn hóa làm việc, cách ứng xử trong một vài tình huống, kĩ năng mềm, etc. Trong loạt bài về chủ đề ML Infrastructure Interview, mình có dự định chia sẻ về: Kinh nghiệm học ML System, ML Infrastructure, MLOps và roadmap cơ bản từ Junior lên Senior. Quy trình phỏng vấn, ví dụ: có bao nhiêu vòng, thời lượng mỗi vòng, lượng câu hỏi computer science, coding, MLOps ở mỗi vòng chiếm bao nhiêu, phần nói về các projects mình đã làm chiếm bao nhiêu, etc. Các tip trick trước, trong, và sau khi phỏng vấn. Ví dụ như các câu hỏi mà bạn nên hỏi để người phỏng vấn đánh giá cao. Các nguồn tài liệu mình dùng để ôn tập trước khi phỏng vấn và các tài liệu khác mình đã học trong nhiều năm góp phần tích lũy kinh nghiệm khi phỏng vấn. Và quan trọng nhất, các bộ câu hỏi technical và non-technical mà mình đã thu thập. Các công ty mình đã phỏng vấn có quy mô khác nhau, lần lượt là: ~50 nhân viên, ~500 nhân viên, ~7k nhân viên, ~20k nhân viên, ~40k nhân viên, và ~110k nhân viên. Có vài công ty có quy mô rất lớn, product liên quan tới AI/ML của họ cũng có quy mô rất lớn, hệ thống ML infrastructure và đội ngũ các kĩ sư ở đó thì khỏi bàn, quy trình phỏng vấn của họ được chuẩn hóa, cho nên các bạn có thể yên tâm về chất lượng của các bộ câu hỏi mà mình sẽ chia sẻ. Nhóm bạn đọc mình hướng đến bao gồm 2 nhóm. Nhóm 1 là nhóm các bạn/anh/chị quan tâm tới ML System/ML Infrastructure/MLOps và có thể đang tìm kiếm các cơ hội việc làm liên quan. Nhóm 2 là nhóm các bạn/anh/chị đã có kinh nghiệm làm ML System/ML Infrastructure/MLOps lâu năm, các Project Owners, Project Managers, có trách nhiệm thực hiện các buổi phỏng vấn tuyển dụng các kĩ sư vào team. Mục đích của loạt bài viết này, không phải để quảng cáo cho một công ty môi giới việc làm, huấn luyện phỏng vấn, hay cung cấp các dịch vụ phỏng vấn liên quan, mà phần lớn là muốn đóng góp cho cộng đồng AI/ML ở Việt Nam nói chung và group MLOps VN của chúng ta nói riêng, một chút “nước tăng lực”. Phần nhỏ còn lại là mình muốn kết bạn, bàn luận, trao đổi với các bạn thích làm ML System/ML Infrastructure/MLOps và các chuyên gia trong lĩnh vực này. Mọi người có thể kết nối với mình qua: LinkedIn: https://www.linkedin.com/in/tungdao17/ Hoặc Facebook Messenger Hy vọng nhận được sự ủng hộ từ mọi người cho loạt bài chia sẻ sắp tới. Cảm ơn mọi người. P/s: bạn nào đang trong quá trình phỏng vấn liên quan tới vị trí ML System/ML Infrastructure/MLOps, hoặc đang ở giai đoạn tìm hiểu, cần tư vấn gấp mà mình lại chưa viết xong kịp các bài chia sẻ, thì cứ nhắn cho mình qua Facebook Messenger nhé. Mình sẽ tư vấn trực tiếp và không mưu cầu gì ;) Link post 1: https://aiengineer.net/ml-skills/machine-learning-infrastructure-interview/introduction/",,
